# datafile= rawdata_47.dat DM606= 13.30 E(606-814)=0.045 compfile= 47tuc_comp.dat
#  F606-F814    F814       F606     comp     cumweight      origpos      xraw       yraw     pos
    1.0504    27.8207    28.8711    72.5022  1755.2308       1250       1508        518       1474
    1.4235    27.8228    29.2463    72.4774  1756.6106       1271       1818        410       1475
    1.0167    27.8232    28.8398    72.4733  1757.9904       1510       1480        527       1476
    1.3151    27.8234    29.1386    72.4699  1759.3703       1652       1728        441       1477
    1.0889    27.8239    28.9128    72.4645  1760.7503        956       1540        506       1478
    1.1430    27.8253    28.9684    72.4476  1762.1306        276       1585        490       1479
    1.0456    27.8255    28.8711    72.4450  1763.5109        309       1504        518       1480
    1.0588    27.8262    28.8850    72.4372  1764.8914        643       1515        514       1481
    1.0022    27.8272    28.8294    72.4255  1766.2722       1778       1468        530       1482
    0.6989    27.8282    28.5272    72.4129  1767.6531        970       1216        617       1483
    1.0528    27.8287    28.8815    72.4069  1769.0342       1131       1510        515       1484
    0.7278    27.8306    28.5584    72.3846  1770.4157        382       1240        608       1485
    1.1166    27.8310    28.9475    72.3806  1771.7973       1257       1563        496       1486
    0.9938    27.8321    28.8259    72.3666  1773.1792       1791       1461        531       1487
    1.1154    27.8322    28.9475    72.3662  1774.5610        115       1562        496       1488
    1.0215    27.8322    28.8537    72.3653  1775.9429        344       1484        523       1489
    1.2008    27.8336    29.0344    72.3496  1777.3251       1624       1633        471       1490
    1.0227    27.8345    28.8572    72.3383  1778.7075       1023       1485        522       1491
    1.0215    27.8357    28.8572    72.3240  1780.0902       1180       1484        522       1492
    0.9421    27.8387    28.7808    72.2882  1781.4735       1649       1418        544       1493
    1.1310    27.8408    28.9718    72.2631  1782.8573       1009       1575        489       1494
    0.7338    27.8420    28.5758    72.2496  1784.2414       1703       1245        603       1495
    0.9312    27.8426    28.7738    72.2421  1785.6257       1682       1409        546       1496
    1.2538    27.8431    29.0969    72.2358  1787.0100       1450       1677        453       1497
    0.8783    27.8435    28.7217    72.2320  1788.3944       1687       1365        561       1498
    0.9818    27.8442    28.8259    72.2235  1789.7790       1619       1451        531       1499
    1.1226    27.8458    28.9684    72.2043  1791.1640        848       1568        490       1500
    1.0347    27.8468    28.8815    72.1922  1792.5492       1861       1495        515       1501
    1.0624    27.8469    28.9093    72.1909  1793.9344        650       1518        507       1502
    1.2598    27.8475    29.1073    72.1834  1795.3198       1580       1682        450       1503
    1.1346    27.8476    28.9823    72.1821  1796.7051        893       1578        486       1504
    1.1864    27.8480    29.0344    72.1779  1798.0906       1559       1621        471       1505
    0.9986    27.8482    28.8468    72.1760  1799.4761        196       1465        525       1506
    1.0431    27.8523    28.8954    72.1272  1800.8626       1805       1502        511       1507
    1.1563    27.8538    29.0100    72.1093  1802.2493       1529       1596        478       1508
    1.0203    27.8543    28.8746    72.1031  1803.6362       1813       1483        517       1509
    1.0648    27.8549    28.9197    72.0956  1805.0233        253       1520        504       1510
    1.1563    27.8572    29.0135    72.0679  1806.4109        162       1596        477       1511
    1.0588    27.8575    28.9163    72.0654  1807.7985       1690       1515        505       1512
    1.6208    27.8582    29.4790    72.0567  1809.1863       1779       1982        343       1513
    0.9312    27.8600    28.7912    72.0355  1810.5745       1819       1409        541       1514
    1.2369    27.8600    29.0969    72.0354  1811.9627       1508       1663        453       1515
    1.1358    27.8603    28.9962    72.0312  1813.3510        781       1579        482       1516
    1.0973    27.8606    28.9579    72.0276  1814.7393       1515       1547        493       1517
    1.2790    27.8630    29.1421    71.9993  1816.1282       1706       1698        440       1518
    1.0600    27.8632    28.9232    71.9971  1817.5172        803       1516        503       1519
    1.2261    27.8639    29.0899    71.9892  1818.9063       1431       1654        455       1520
    1.0973    27.8641    28.9614    71.9863  1820.2954        919       1547        492       1521
    1.2116    27.8644    29.0761    71.9827  1821.6847       1832       1642        459       1522
    1.1069    27.8649    28.9718    71.9769  1823.0740        121       1555        489       1523
    0.9288    27.8693    28.7981    71.9242  1824.4644        855       1407        539       1524
    1.0119    27.8697    28.8815    71.9203  1825.8548       1128       1476        515       1525
    1.1154    27.8704    28.9857    71.9118  1827.2454         38       1562        485       1526
    1.0131    27.8719    28.8850    71.8933  1828.6363       1129       1477        514       1527
    1.1599    27.8745    29.0344    71.8630  1830.0279          1       1599        471       1528
    1.0937    27.8747    28.9684    71.8608  1831.4194       1650       1544        490       1529
    1.2201    27.8768    29.0969    71.8350  1832.8115        415       1649        453       1530
    1.2008    27.8787    29.0795    71.8126  1834.2040        888       1633        458       1531
    0.9156    27.8791    28.7947    71.8081  1835.5966        126       1396        540       1532
    1.1057    27.8835    28.9892    71.7560  1836.9902       1678       1554        484       1533
    0.9348    27.8842    28.8190    71.7479  1838.3840        170       1412        533       1534
    1.2116    27.8853    29.0969    71.7348  1839.7780        681       1642        453       1535
    1.1322    27.8883    29.0205    71.6991  1841.1728        995       1576        475       1536
    1.0275    27.8888    28.9163    71.6933  1842.5676       1323       1489        505       1537
    1.0444    27.8893    28.9336    71.6871  1843.9625       1587       1503        500       1538
    1.0648    27.8897    28.9545    71.6825  1845.3576        743       1520        494       1539
    1.1238    27.8897    29.0135    71.6815  1846.7526       1831       1569        477       1540
    1.0323    27.8909    28.9232    71.6679  1848.1480        853       1493        503       1541
    1.1322    27.8917    29.0239    71.6578  1849.5435       1865       1576        474       1542
    1.1310    27.8929    29.0239    71.6435  1850.9393       1119       1575        474       1543
    1.2140    27.8933    29.1073    71.6395  1852.3352       1752       1644        450       1544
    1.1466    27.8947    29.0413    71.6230  1853.7314       1424       1588        469       1545
    0.3090    27.8951    28.2041    71.6177  1855.1277         72        892        710       1546
    1.2261    27.8951    29.1212    71.6174  1856.5240       1609       1654        446       1547
    1.1888    27.8977    29.0865    71.5868  1857.9209       1101       1623        456       1548
    1.5534    27.8978    29.4512    71.5857  1859.3178        791       1926        351       1549
    1.4090    27.8998    29.3088    71.5620  1860.7152        799       1806        392       1550
    1.0227    27.9005    28.9232    71.5534  1862.1128        378       1485        503       1551
    0.9914    27.9005    28.8919    71.5531  1863.5103        955       1459        512       1552
    1.1117    27.9052    29.0170    71.4795  1864.9093       1353       1559        476       1553
    1.1936    27.9068    29.1004    71.4412  1866.3091       1320       1627        452       1554
    1.0913    27.9083    28.9996    71.4024  1867.7096       1772       1542        481       1555
    1.1142    27.9098    29.0239    71.3662  1869.1108        426       1561        474       1556
    1.2489    27.9105    29.1594    71.3490  1870.5124       1087       1673        435       1557
    1.1418    27.9134    29.0552    71.2767  1871.9154       1137       1584        465       1558
    1.2658    27.9145    29.1803    71.2493  1873.3189        607       1687        429       1559
    1.1575    27.9151    29.0726    71.2337  1874.7227          8       1597        460       1560
    1.0600    27.9153    28.9753    71.2283  1876.1266       1539       1516        488       1561
    1.0877    27.9154    29.0031    71.2256  1877.5306        245       1539        480       1562
    1.1599    27.9162    29.0761    71.2071  1878.9350       1525       1599        459       1563
    1.2080    27.9167    29.1247    71.1948  1880.3396       1260       1639        445       1564
    1.4295    27.9175    29.3470    71.1727  1881.7446       1729       1823        381       1565
    1.2706    27.9201    29.1907    71.1094  1883.1509        660       1691        426       1566
    1.1166    27.9213    29.0378    71.0794  1884.5578        906       1563        470       1567
    1.0949    27.9221    29.0170    71.0590  1885.9651        721       1545        476       1568
    1.0528    27.9225    28.9753    71.0481  1887.3726        994       1510        488       1569
    0.9336    27.9236    28.8572    71.0222  1888.7806       1701       1411        522       1570
    1.4740    27.9251    29.3991    70.9836  1890.1893       1846       1860        366       1571
    1.0082    27.9254    28.9336    70.9771  1891.5982       1099       1473        500       1572
    1.0263    27.9282    28.9545    70.9075  1893.0085         99       1488        494       1573
    0.9589    27.9296    28.8885    70.8727  1894.4195       1216       1432        513       1574
    1.1117    27.9296    29.0413    70.8726  1895.8305        925       1559        469       1575
    0.9445    27.9301    28.8746    70.8591  1897.2417       1136       1420        517       1576
    1.1142    27.9306    29.0448    70.8460  1898.6533       1711       1561        468       1577
    1.0444    27.9310    28.9753    70.8378  1900.0649       1607       1503        488       1578
    1.0684    27.9312    28.9996    70.8317  1901.4767        224       1523        481       1579
    1.0431    27.9322    28.9753    70.8078  1902.8890       1666       1502        488       1580
    1.1647    27.9322    29.0969    70.8070  1904.3013       1836       1603        453       1581
    1.2080    27.9340    29.1421    70.7612  1905.7145       1105       1639        440       1582
    1.0540    27.9352    28.9892    70.7313  1907.1283        160       1511        484       1583
    1.1503    27.9362    29.0865    70.7067  1908.5426        790       1591        456       1584
    1.2261    27.9368    29.1629    70.6916  1909.9572        892       1654        434       1585
    0.9818    27.9380    28.9197    70.6631  1911.3724        286       1451        504       1586
    0.8843    27.9382    28.8225    70.6577  1912.7876       1562       1370        532       1587
    1.1238    27.9384    29.0622    70.6528  1914.2030       1595       1569        463       1588
    1.1370    27.9390    29.0761    70.6364  1915.6187       1219       1580        459       1589
    0.8446    27.9397    28.7842    70.6202  1917.0347        874       1337        543       1590
    1.1310    27.9416    29.0726    70.5729  1918.4517         66       1575        460       1591
    1.0925    27.9419    29.0344    70.5654  1919.8688       1730       1543        471       1592
    1.0612    27.9419    29.0031    70.5647  1921.2860        694       1517        480       1593
    1.1202    27.9420    29.0622    70.5626  1922.7031       1371       1566        463       1594
    0.9396    27.9453    28.8850    70.4788  1924.1220        785       1416        514       1595
    1.0925    27.9453    29.0378    70.4787  1925.5409       1447       1543        470       1596
    1.1130    27.9457    29.0587    70.4691  1926.9599          6       1560        464       1597
    0.8542    27.9474    28.8016    70.4270  1928.3799       1047       1345        538       1598
    1.1563    27.9476    29.1038    70.4233  1929.7998       1557       1596        451       1599
    1.1840    27.9477    29.1316    70.4206  1931.2199       1061       1619        443       1600
    0.9709    27.9523    28.9232    70.3061  1932.6422       1412       1442        503       1601
    1.1683    27.9529    29.1212    70.2902  1934.0649       1330       1606        446       1602
    1.2273    27.9530    29.1803    70.2881  1935.4876        864       1655        429       1603
    1.0588    27.9547    29.0135    70.2446  1936.9112       1044       1515        477       1604
    1.1178    27.9548    29.0726    70.2425  1938.3349        190       1564        460       1605
    1.2441    27.9570    29.2011    70.1884  1939.7596       1415       1669        423       1606
    1.0167    27.9586    28.9753    70.1470  1941.1852       1040       1480        488       1607
    1.2140    27.9593    29.1733    70.1311  1942.6111        247       1644        431       1608
    1.1515    27.9593    29.1108    70.1298  1944.0370        644       1592        449       1609
    1.3837    27.9598    29.3435    70.1180  1945.4632       1401       1785        382       1610
    1.1888    27.9602    29.1490    70.1072  1946.8896       1170       1623        438       1611
    1.4006    27.9603    29.3609    70.1050  1948.3160       1667       1799        377       1612
    1.0528    27.9607    29.0135    70.0944  1949.7426       1133       1510        477       1613
    1.0648    27.9626    29.0274    70.0479  1951.1702       1807       1520        473       1614
    1.2140    27.9627    29.1768    70.0444  1952.5979        466       1644        430       1615
    0.9047    27.9629    28.8676    70.0412  1954.0256       1241       1387        519       1616
    1.0287    27.9640    28.9927    70.0138  1955.4539       1172       1490        483       1617
    1.0143    27.9645    28.9788    70.0002  1956.8825       1311       1478        487       1618
    1.1358    27.9646    29.1004    69.9994  1958.3111       1071       1579        452       1619
    1.0203    27.9655    28.9857    69.9770  1959.7401       1833       1483        485       1620
    1.0889    27.9663    29.0552    69.9551  1961.1696       1139       1540        465       1621
    1.1442    27.9665    29.1108    69.9496  1962.5992        130       1586        449       1622
    1.1021    27.9670    29.0691    69.9387  1964.0290       1611       1551        461       1623
    0.9072    27.9674    28.8746    69.9279  1965.4591        758       1389        517       1624
    1.1298    27.9706    29.1004    69.8492  1966.8907       1550       1574        452       1625
    0.9745    27.9730    28.9475    69.7893  1968.3236       1439       1445        496       1626
    0.8037    27.9737    28.7773    69.7723  1969.7568       1812       1303        545       1627
    0.9529    27.9738    28.9267    69.7688  1971.1901       1604       1427        502       1628
    0.9204    27.9750    28.8954    69.7381  1972.6241       1816       1400        511       1629
    1.3127    27.9752    29.2880    69.7330  1974.0581       1259       1726        398       1630
    0.9649    27.9757    28.9406    69.7224  1975.4924        815       1437        498       1631
    0.9613    27.9758    28.9371    69.7189  1976.9267        340       1434        499       1632
    1.1238    27.9766    29.1004    69.6990  1978.3615       1468       1569        452       1633
    1.1948    27.9785    29.1733    69.6505  1979.7972       1362       1628        431       1634
    1.1418    27.9794    29.1212    69.6294  1981.2334       1145       1584        446       1635
    1.3982    27.9801    29.3783    69.6114  1982.6699       1286       1797        372       1636
    1.2345    27.9805    29.2150    69.6013  1984.1067       1007       1661        419       1637
    1.1117    27.9817    29.0934    69.5721  1985.5440        239       1559        454       1638
    1.0805    27.9817    29.0622    69.5714  1986.9814       1179       1533        463       1639
    1.1767    27.9827    29.1594    69.5467  1988.4193       1419       1613        435       1640
    0.5016    27.9839    28.4855    69.5158  1989.8578        251       1052        629       1641
    0.9697    27.9847    28.9545    69.4957  1991.2967        380       1441        494       1642
    0.9096    27.9859    28.8954    69.4678  1992.7363       1177       1391        511       1643
    1.2177    27.9869    29.2046    69.4409  1994.1763        238       1647        422       1644
    1.2863    27.9878    29.2741    69.4190  1995.6169        409       1704        402       1645
    0.8097    27.9885    28.7981    69.4023  1997.0577       1173       1308        539       1646
    1.1322    27.9890    29.1212    69.3891  1998.4989       1504       1576        446       1647
    1.5871    27.9892    29.5763    69.3853  1999.9401       1008       1954        315       1648
    1.0973    27.9892    29.0865    69.3850  2001.3813        988       1547        456       1649
    1.0865    27.9896    29.0761    69.3748  2002.8228       1739       1538        459       1650
    1.1779    27.9954    29.1733    69.2300  2004.2672        752       1614        431       1651
    1.2923    27.9957    29.2880    69.2224  2005.7119        379       1709        398       1652
    0.8783    27.9963    28.8746    69.2070  2007.1568       1123       1365        517       1653
    1.1491    27.9965    29.1455    69.2027  2008.6018       1637       1590        439       1654
    0.8987    27.9967    28.8954    69.1974  2010.0470        836       1382        511       1655
    0.9264    27.9968    28.9232    69.1947  2011.4922       1434       1405        503       1656
    1.1069    27.9969    29.1038    69.1918  2012.9374       1102       1555        451       1657
    1.0997    27.9972    29.0969    69.1850  2014.3828       1351       1549        453       1658
    1.3922    28.0000    29.3922    69.1144  2015.8297        719       1792        368       1659
    1.1575    28.0019    29.1594    69.0661  2017.2776        368       1597        435       1660
    0.9661    28.0022    28.9684    69.0588  2018.7256        477       1438        490       1661
    1.2297    28.0027    29.2324    69.0477  2020.1739       1830       1657        414       1662
    1.2213    28.0042    29.2254    69.0108  2021.6230       1448       1650        416       1663
    1.1587    28.0042    29.1629    69.0095  2023.0720       1556       1598        434       1664
    1.1828    28.0045    29.1872    69.0033  2024.5212        638       1618        427       1665
    1.3970    28.0056    29.4026    68.9745  2025.9711       1834       1796        365       1666
    1.0552    28.0070    29.0622    68.9406  2027.4216       1208       1512        463       1667
    0.9890    28.0072    28.9962    68.9359  2028.8722       1523       1457        482       1668
    1.3849    28.0072    29.3922    68.9342  2030.3229       1449       1786        368       1669
    1.2285    28.0074    29.2358    68.9309  2031.7736       1746       1656        413       1670
    0.8807    28.0078    28.8885    68.9203  2033.2245       1298       1367        513       1671
    1.0504    28.0083    29.0587    68.9072  2034.6758        445       1508        464       1672
    1.0323    28.0090    29.0413    68.8901  2036.1274       1053       1493        469       1673
    1.2225    28.0099    29.2324    68.8674  2037.5794       1315       1651        414       1674
    1.0070    28.0100    29.0170    68.8662  2039.0315       1858       1472        476       1675
    1.0937    28.0101    29.1038    68.8614  2040.4837        661       1544        451       1676
    0.8434    28.0104    28.8537    68.8561  2041.9360       1430       1336        523       1677
    0.9228    28.0108    28.9336    68.8444  2043.3886       1120       1402        500       1678
    1.1972    28.0109    29.2081    68.8436  2044.8411       1789       1630        421       1679
    1.0925    28.0114    29.1038    68.8313  2046.2940        257       1543        451       1680
    1.0215    28.0129    29.0344    68.7932  2047.7476       1631       1484        471       1681
    0.9613    28.0140    28.9753    68.7652  2049.2018       1019       1434        488       1682
    1.2140    28.0149    29.2289    68.7439  2050.6565        428       1644        415       1683
    0.9914    28.0152    29.0066    68.7358  2052.1113       1577       1459        479       1684
    1.0744    28.0155    29.0899    68.7276  2053.5664        234       1528        455       1685
    1.0046    28.0158    29.0205    68.7194  2055.0215       1018       1470        475       1686
    0.8747    28.0173    28.8919    68.6834  2056.4775       1615       1362        512       1687
    0.8843    28.0181    28.9024    68.6636  2057.9339        918       1370        509       1688
    1.1539    28.0194    29.1733    68.6292  2059.3910        384       1594        431       1689
    1.0624    28.0206    29.0830    68.6006  2060.8487        835       1518        457       1690
    0.9336    28.0208    28.9545    68.5946  2062.3065       1655       1411        494       1691
    1.0082    28.0226    29.0309    68.5495  2063.7653        990       1473        472       1692
    1.0215    28.0233    29.0448    68.5331  2065.2245       1522       1484        468       1693
    0.9866    28.0235    29.0100    68.5290  2066.6837       1420       1455        478       1694
    0.8506    28.0240    28.8746    68.5161  2068.1432        603       1342        517       1695
    0.9649    28.0243    28.9892    68.5085  2069.6029       1322       1437        484       1696
    1.1142    28.0244    29.1386    68.5050  2071.0627        387       1561        441       1697
    0.9156    28.0250    28.9406    68.4908  2072.5227       1859       1396        498       1698
    1.1864    28.0252    29.2115    68.4865  2073.9828        103       1621        420       1699
    1.2826    28.0262    29.3088    68.4619  2075.4435        439       1701        392       1700
    1.0287    28.0265    29.0552    68.4532  2076.9044        947       1490        465       1701
    0.8410    28.0267    28.8676    68.4492  2078.3653        136       1334        519       1702
    1.0780    28.0293    29.1073    68.3842  2079.8276        325       1531        450       1703
    1.0046    28.0297    29.0344    68.3726  2081.2902       1662       1470        471       1704
    1.3886    28.0314    29.4200    68.3307  2082.7537       1310       1789        360       1705
    1.0010    28.0333    29.0344    68.2825  2084.2182        821       1467        471       1706
    1.0275    28.0347    29.0622    68.2497  2085.6834       1090       1489        463       1707
    0.4125    28.0348    28.4473    68.2468  2087.1487        786        978        640       1708
    0.9926    28.0348    29.0274    68.2457  2088.6140       1500       1460        473       1709
    1.1238    28.0356    29.1594    68.2251  2090.0797       1720       1569        435       1710
    0.9252    28.0362    28.9614    68.2109  2091.5457        760       1404        492       1711
    0.0178    28.0370    28.0547    68.1918  2093.0122       1313        650        753       1712
    1.6593    28.0385    29.6979    68.1530  2094.4795       1166       2014        280       1713
    1.0961    28.0390    29.1351    68.1411  2095.9470        166       1546        442       1714
    1.0468    28.0397    29.0865    68.1234  2097.4149       1748       1505        456       1715
    1.0600    28.0404    29.1004    68.1070  2098.8832        290       1516        452       1716
    1.2369    28.0406    29.2775    68.1007  2100.3516        937       1663        401       1717
    1.2550    28.0434    29.2984    68.0313  2101.8215       1718       1678        395       1718
    1.0877    28.0440    29.1316    68.0222  2103.2916       1010       1539        443       1719
    1.4692    28.0446    29.5138    68.0118  2104.7620       1103       1856        333       1720
    1.0383    28.0447    29.0830    68.0102  2106.2323       1442       1498        457       1721
    0.9469    28.0458    28.9927    67.9910  2107.7031       1421       1422        483       1722
    0.9637    28.0463    29.0100    67.9822  2109.1741        903       1436        478       1723
    0.9180    28.0469    28.9649    67.9726  2110.6453        405       1398        491       1724
    1.0456    28.0479    29.0934    67.9565  2112.1168       1174       1504        454       1725
    0.8361    28.0488    28.8850    67.9400  2113.5887        388       1330        514       1726
    0.8277    28.0503    28.8780    67.9152  2115.0611       1107       1323        516       1727
    1.2646    28.0512    29.3157    67.9012  2116.5339       1309       1686        390       1728
    1.1298    28.0539    29.1837    67.8544  2118.0076        809       1574        428       1729
    1.0347    28.0552    29.0899    67.8328  2119.4818       1280       1495        455       1730
    0.8710    28.0556    28.9267    67.8260  2120.9562        158       1359        502       1731
    0.9745    28.0563    29.0309    67.8140  2122.4308       1052       1445        472       1732
    1.1250    28.0588    29.1837    67.7735  2123.9063        480       1570        428       1733
    1.0239    28.0591    29.0830    67.7676  2125.3819         12       1486        457       1734
    0.8566    28.0597    28.9163    67.7585  2126.8578       1792       1347        505       1735
    0.9986    28.0601    29.0587    67.7515  2128.3337       1608       1465        464       1736
    1.5474    28.0601    29.6076    67.7503  2129.8097       1571       1921        306       1737
    1.3067    28.0611    29.3679    67.7334  2131.2861        863       1721        375       1738
    0.9204    28.0619    28.9823    67.7212  2132.7628        902       1400        486       1739
    1.1767    28.0626    29.2393    67.7091  2134.2397        648       1613        412       1740
    0.9433    28.0633    29.0066    67.6969  2135.7168       1422       1419        479       1741
    1.1430    28.0650    29.2081    67.6683  2137.1946       1380       1585        421       1742
    0.9553    28.0652    29.0205    67.6656  2138.6725        315       1429        475       1743
    0.9818    28.0665    29.0483    67.6435  2140.1508        453       1451        467       1744
    1.2056    28.0684    29.2741    67.6108  2141.6299        364       1637        402       1745
    1.3585    28.0684    29.4269    67.6107  2143.1089        476       1764        358       1746
    1.0311    28.0693    29.1004    67.5971  2144.5883        724       1492        452       1747
    1.0588    28.0694    29.1282    67.5952  2146.0677        772       1515        444       1748
    1.0155    28.0710    29.0865    67.5677  2147.5477        243       1479        456       1749
    1.2128    28.0716    29.2845    67.5570  2149.0279       1815       1643        399       1750
    1.1081    28.0721    29.1803    67.5488  2150.5083        189       1556        429       1751
    0.8855    28.0725    28.9579    67.5434  2151.9889        891       1371        493       1752
    1.0588    28.0728    29.1316    67.5369  2153.4695       1165       1515        443       1753
    1.2634    28.0732    29.3366    67.5308  2154.9503        142       1685        384       1754
    0.9974    28.0752    29.0726    67.4978  2156.4319        101       1464        460       1755
    1.0925    28.0774    29.1698    67.4610  2157.9142        345       1543        432       1756
    0.9914    28.0777    29.0691    67.4551  2159.3967       1231       1459        461       1757
    1.0588    28.0798    29.1386    67.4201  2160.8799       1568       1515        441       1758
    1.1864    28.0807    29.2671    67.4040  2162.3635       1579       1621        404       1759
    1.0564    28.0822    29.1386    67.3797  2163.8476       1506       1513        441       1760
    1.0143    28.0826    29.0969    67.3724  2165.3319        108       1478        453       1761
    1.0612    28.0843    29.1455    67.3439  2166.8168       1455       1517        439       1762
    0.8939    28.0849    28.9788    67.3347  2168.3020       1024       1378        487       1763
    0.8049    28.0871    28.8919    67.2976  2169.7879        909       1304        512       1764
    1.2899    28.0884    29.3783    67.2753  2171.2743       1774       1707        372       1765
    1.2056    28.0893    29.2949    67.2606  2172.7611       1395       1637        396       1766
    1.1117    28.0894    29.2011    67.2593  2174.2479       1127       1559        423       1767
    1.0323    28.0924    29.1247    67.2088  2175.7358       1462       1493        445       1768
    0.8410    28.0927    28.9336    67.2038  2177.2238        235       1334        500       1769
    1.1154    28.0927    29.2081    67.2032  2178.7118       1639       1562        421       1770
    1.3404    28.0934    29.4339    67.1907  2180.2001       1372       1749        356       1771
    0.9625    28.0962    29.0587    67.1449  2181.6894       1502       1435        464       1772
    1.1009    28.0967    29.1976    67.1356  2183.1789       1632       1550        424       1773
    1.0648    28.0981    29.1629    67.1127  2184.6690       1783       1520        434       1774
    1.1202    28.0983    29.2185    67.1090  2186.1591        897       1566        418       1775
    1.0119    28.0989    29.1108    67.0985  2187.6494        854       1476        449       1776
    0.9745    28.1015    29.0761    67.0553  2189.1407       1728       1445        459       1777
    1.2068    28.1020    29.3088    67.0474  2190.6322        334       1638        392       1778
    1.2514    28.1026    29.3540    67.0368  2192.1239       1238       1675        379       1779
    0.9794    28.1036    29.0830    67.0194  2193.6160       1549       1449        457       1780
    1.2538    28.1071    29.3609    66.9605  2195.1095       1548       1677        377       1781
    1.1238    28.1086    29.2324    66.9362  2196.6034       1721       1569        414       1782
    0.7471    28.1101    28.8572    66.9106  2198.0979        921       1256        522       1783
    1.1238    28.1121    29.2358    66.8778  2199.5932        605       1569        413       1784
    0.9324    28.1124    29.0448    66.8729  2201.0886        333       1410        468       1785
    0.8939    28.1127    29.0066    66.8678  2202.5841       1452       1378        479       1786
    0.9553    28.1138    29.0691    66.8485  2204.0800       1630       1429        461       1787
    0.9372    28.1145    29.0517    66.8370  2205.5762       1775       1414        466       1788
    0.9216    28.1162    29.0378    66.8076  2207.0730       1610       1401        470       1789
    1.1262    28.1166    29.2428    66.8015  2208.5700       1570       1571        411       1790
    1.0179    28.1172    29.1351    66.7910  2210.0672       1416       1481        442       1791
    1.1081    28.1173    29.2254    66.7901  2211.5644        118       1556        416       1792
    0.9180    28.1199    29.0378    66.7470  2213.0626        954       1398        470       1793
    0.9625    28.1205    29.0830    66.7364  2214.5610        263       1435        457       1794
    0.8373    28.1206    28.9579    66.7346  2216.0595        408       1331        493       1795
    0.9866    28.1207    29.1073    66.7322  2217.5580       1689       1455        450       1796
    1.4499    28.1229    29.5728    66.6961  2219.0574        901       1840        316       1797
    1.0082    28.1234    29.1316    66.6876  2220.5569        908       1473        443       1798
    1.0636    28.1236    29.1872    66.6839  2222.0565        783       1519        427       1799
    0.8710    28.1251    28.9962    66.6587  2223.5567        664       1359        482       1800
    1.1202    28.1261    29.2463    66.6421  2225.0573        312       1566        410       1801
    0.8482    28.1271    28.9753    66.6247  2226.5582       1636       1340        488       1802
    0.9072    28.1272    29.0344    66.6233  2228.0592         42       1389        471       1803
    1.2104    28.1331    29.3435    66.5244  2229.5624        203       1641        382       1804
    1.3067    28.1341    29.4408    66.5078  2231.0660       1558       1721        354       1805
    1.1406    28.1369    29.2775    66.4605  2232.5706       1725       1583        401       1806
    0.8626    28.1370    28.9996    66.4588  2234.0753       1702       1352        481       1807
    0.8650    28.1381    29.0031    66.4409  2235.5804       1284       1354        480       1808
    0.8807    28.1398    29.0205    66.4120  2237.0862       1258       1367        475       1809
    0.9396    28.1399    29.0795    66.4105  2238.5919       1614       1416        458       1810
    1.3380    28.1410    29.4790    66.3915  2240.0982       1723       1747        343       1811
    0.9348    28.1412    29.0761    66.3880  2241.6045       1085       1412        459       1812
    0.9409    28.1421    29.0830    66.3724  2243.1111        817       1417        457       1813
    0.9023    28.1424    29.0448    66.3674  2244.6179       1224       1385        468       1814
    0.8241    28.1443    28.9684    66.3371  2246.1253       1201       1320        490       1815
    1.2983    28.1460    29.4443    66.3079  2247.6334        139       1714        353       1816
    0.8735    28.1470    29.0205    66.2906  2249.1419        748       1361        475       1817
    1.1527    28.1492    29.3019    66.2542  2250.6513        704       1593        394       1818
    1.2104    28.1505    29.3609    66.2326  2252.1611        211       1641        377       1819
    1.4379    28.1523    29.5902    66.2021  2253.6716        104       1830        311       1820
    0.8783    28.1526    29.0309    66.1964  2255.1823       1474       1365        472       1821
    1.1406    28.1543    29.2949    66.1687  2256.6936        316       1583        396       1822
    0.9132    28.1559    29.0691    66.1408  2258.2055        306       1394        461       1823
    0.8109    28.1575    28.9684    66.1146  2259.7180       1451       1309        490       1824
    0.7760    28.1577    28.9336    66.1119  2261.2306       1586       1280        500       1825
    0.8590    28.1580    29.0170    66.1064  2262.7433       1370       1349        476       1826
    1.0251    28.1586    29.1837    66.0952  2264.2563        468       1487        428       1827
    0.9758    28.1594    29.1351    66.0833  2265.7695        349       1446        442       1828
    1.0552    28.1598    29.2150    66.0755  2267.2830       1400       1512        419       1829
    0.9697    28.1619    29.1316    66.0406  2268.7972       1593       1441        443       1830
    0.9950    28.1644    29.1594    65.9983  2270.3124        176       1462        435       1831
    0.9108    28.1653    29.0761    65.9836  2271.8279       1503       1392        459       1832
    0.8506    28.1664    29.0170    65.9648  2273.3439       1063       1342        476       1833
    0.9336    28.1667    29.1004    65.9593  2274.8600        675       1411        452       1834
    0.9673    28.1678    29.1351    65.9418  2276.3764        317       1439        442       1835
    1.2935    28.1682    29.4617    65.9352  2277.8931        107       1710        348       1836
    1.0468    28.1682    29.2150    65.9339  2279.4098       1386       1505        419       1837
    1.0070    28.1698    29.1768    65.9087  2280.9270        145       1472        430       1838
    1.0600    28.1724    29.2324    65.8645  2282.4453        339       1516        414       1839
    0.8506    28.1734    29.0239    65.8481  2283.9639         13       1342        474       1840
    0.9300    28.1738    29.1038    65.8402  2285.4828        398       1408        451       1841
    0.9084    28.1746    29.0830    65.8265  2287.0019        163       1390        457       1842
    1.2152    28.1769    29.3922    65.7882  2288.5219        188       1645        368       1843
